K1,K2,K3,K4,K5,Pareto
2.26145,56.357,25.9161,28.2769,1.14743,0
32.841,64.1136,84.6389,76.1428,70.9742,0
70.2756,84.4172,56.8209,5.85305,49.7848,0
10.1697,52.5558,56.5395,47.3614,35.7699,0
52.9748,74.125,57.4589,47.4107,79.0185,0
17.8938,92.5247,52.1231,86.4832,6.99033,0
36.6721,17.4275,86.7635,49.4815,57.9223,0
3.84567,90.6929,45.9599,64.7722,86.5455,0
80.2153,1.27235,41.8843,92.4772,19.8373,0
27.6776,39.4047,97.8197,32.3513,96.826,1
56.5825,15.1744,74.9893,92.8544,17.285,0
50.4033,58.8693,3.82102,40.0511,64.8271,0
43.6487,39.291,73.2269,86.5159,28.5662,0
97.5624,60.0867,74.0777,61.5551,15.5113,0
96.9348,94.7052,7.88851,7.20365,60.0057,0
39.649,39.835,81.8877,71.8281,20.1824,0
33.4155,25.6504,42.0541,54.2244,88.3586,0
35.9691,72.9818,43.1405,26.2373,63.1063,0
62.6969,74.1824,3.42986,6.11518,48.8405,0
24.8486,62.0733,65.6873,61.0846,60.2441,0
99.5875,52.8093,67.9201,72.4305,61.5705,1
8.74831,62.2441,2.00134,33.1682,20.5341,0
67.1155,74.5234,37.9782,36.0848,45.6969,0
45.7475,91.4396,36.7602,53.2449,65.2596,0
16.4366,41.6478,10.262,50.5164,0.723413,0
86.4015,55.9877,93.97,86.1956,8.61816,1
26.6692,40.6089,10.366,89.1249,94.7463,0
91.3687,21.9012,1.79593,64.2526,6.77242,0
55.8075,14.6518,40.4592,54.0427,74.842,0
21.3595,56.7866,64.4783,75.2772,66.5392,0
63.8675,31.286,29.6487,60.234,80.5067,0
35.7559,15.7643,97.2885,10.312,67.7043,0
92.3015,23.6479,53.5293,47.8604,68.9602,0
28.4434,0.713415,10.0995,42.9827,17.227,0
46.2505,65.1766,61.5099,60.93,78.2795,0
53.3351,33.6259,66.9973,17.2612,18.2372,0
41.2451,59.6528,87.4899,28.8795,21.3409,0
32.0181,79.9549,93.2744,32.505,63.1865,0
55.9915,27.7615,45.6094,96.0658,34.1372,0
29.2774,20.5959,69.1984,67.3793,9.00847,0
4.34929,58.1297,90.7514,61.3695,1.26444,0
8.244,88.7813,16.4607,84.0663,50.5641,0
41.3849,73.6487,53.1829,18.3659,27.5193,0
80.6853,35.7222,36.1549,10.3873,54.3014,0
48.241,95.8614,51.3979,75.5686,62.7138,0
4.37352,59.3053,56.375,8.08329,57.5168,0
94.0514,73.9986,94.6083,5.43597,83.319,1
35.2855,14.7707,11.0817,14.608,27.6896,0
23.2574,57.2746,67.8318,54.3723,45.1927,0
14.2383,75.8118,71.2596,37.1727,52.2227,0
73.4591,67.062,72.6221,51.8356,56.7369,0
56.0899,18.5203,92.5145,13.631,44.659,0
64.8389,62.1793,77.1752,31.23,83.7252,0
81.9279,48.1991,29.3122,45.5932,61.1782,0
49.4738,50.5968,64.6017,14.5219,35.0888,0
32.5104,76.33,66.0562,89.9949,49.8965,0
20.5556,14.1741,99.657,64.9434,37.3779,1
64.775,83.3301,38.2483,16.3875,60.943,0
52.2616,69.6119,57.9379,36.8319,3.89193,0
12.2505,76.7434,74.7352,18.0864,66.0558,0
51.7462,5.64987,10.5246,32.0182,93.0949,0
38.1609,70.4178,87.6836,70.2763,55.1767,0
7.3571,42.6245,59.3683,69.8732,31.674,0
15.0873,80.4642,42.0168,73.1745,50.6506,0
50.1409,30.2053,59.8477,57.3238,36.2427,0
96.1581,73.9567,18.7989,63.6572,51.934,0
17.529,97.6318,9.80979,82.6971,51.9684,1
33.1718,17.4249,27.2285,31.5484,72.8045,0
86.561,76.7717,40.2723,93.5772,29.3197,0
37.7501,82.858,94.3687,41.6561,50.0015,0
77.9414,59.7164,4.09767,59.1377,80.9279,0
50.3336,81.7185,43.0233,12.836,81.3564,0
84.2477,24.9591,67.4957,17.5196,22.97,0
98.9509,5.46858,7.37595,98.0285,71.089,1
61.5922,96.9859,64.3777,78.5193,92.2433,1
12.746,16.5664,54.304,14.4027,86.3625,0
2.85147,81.4937,43.5363,94.8547,5.93298,0
50.7843,11.3013,31.575,81.6096,75.5729,0
97.5218,81.1186,13.5417,63.3714,95.7994,1
0.952545,39.5401,77.1229,40.3439,98.6519,1
65.2803,61.0004,6.99518,0.199915,2.48265,0
11.501,88.6865,45.3421,68.3985,98.9836,1
80.6937,87.9317,68.3597,16.9412,47.9795,0
27.7178,45.821,63.3322,48.2908,44.2993,0
96.6248,51.7708,71.763,91.8132,75.2731,1
8.46678,14.454,18.7349,28.4082,85.4894,0
74.438,16.1129,38.6847,35.6821,20.1092,0
25.718,11.7327,51.7189,65.2995,84.5545,0
75.6161,30.2357,77.8654,86.8107,67.5372,1
36.3196,41.5118,71.046,16.5459,11.8685,0
28.698,18.3994,56.1625,63.0736,95.0193,0
97.2356,18.5241,15.4222,72.2171,43.4218,0
27.8917,80.347,83.6187,68.3648,38.6828,0
7.1229,9.70552,73.9881,12.2093,60.6012,0
4.17794,30.4524,25.4108,94.0647,17.0428,0
48.2482,89.1601,37.4158,98.5399,55.394,1
37.5462,4.5342,27.4793,85.984,32.0657,0
47.4314,0.984338,44.4352,98.8945,89.1941,1
63.8853,14.287,13.8581,76.7056,7.85071,0
84.0513,23.5114,83.0739,61.4084,70.5521,0
89.252,86.6754,97.2953,24.9466,84.3897,1
77.7871,48.4605,38.9696,18.7889,7.64345,0
45.8747,48.7296,91.6414,70.0381,27.9717,0
18.856,78.0639,30.4206,22.4842,31.0983,0
53.7054,89.3014,37.0932,85.571,12.86,0
51.1285,56.7045,75.0094,1.57562,32.4215,0
25.5792,39.2695,35.5412,49.498,59.5789,0
18.5237,41.4636,87.1473,62.1297,58.8891,0
12.1441,2.60503,47.2054,22.5518,49.1806,0
18.8448,1.13348,11.8485,65.7212,95.7642,0
99.0167,81.6347,72.885,74.1506,42.2288,0
65.8407,19.2844,18.3841,20.3635,79.5884,0
33.6145,25.2515,35.1662,87.1812,38.1338,0
87.1747,11.3672,2.42431,72.1478,21.1317,0
31.0092,5.93633,27.7668,36.8582,29.7071,0
74.4941,15.1617,48.5128,19.3445,88.806,0
2.50834,8.06934,88.5876,2.72592,21.6074,0
43.4165,3.95298,36.9257,9.62476,32.2325,0
39.036,90.152,80.383,20.5852,46.2653,0
20.4828,30.1427,18.4228,93.2419,77.8154,0
29.5652,94.9994,24.3824,12.0686,0.555267,0
98.3877,51.5417,25.1139,80.0629,13.2438,0
65.0853,93.6124,73.2857,54.314,69.8423,1
9.44255,73.6815,34.5967,52.8743,23.3703,0
38.0129,47.6333,9.77399,4.46691,8.99268,0
73.3337,31.0635,5.23578,6.6383,39.9761,0
13.9694,90.9742,35.1139,56.4863,9.52585,0
68.5508,70.5967,80.6367,27.1766,82.5185,0
76.8175,75.3309,6.47839,91.451,49.3235,0
66.4381,61.8832,9.58331,21.7077,79.7165,0
16.9171,77.3265,39.4551,88.3799,82.7612,0
2.60367,50.8714,60.6092,67.1159,8.32948,0
21.807,7.83196,64.1982,66.798,56.1033,0
46.7611,55.871,39.3155,45.8434,26.0348,0
19.1821,13.5708,15.0357,36.2825,6.58797,0
15.3807,56.1828,87.018,40.5296,72.9185,0
93.3203,27.5522,60.4467,97.7878,12.7024,0
55.6985,72.1684,92.7016,24.6593,8.9739,0
80.6911,99.1679,9.14436,4.12333,82.8836,1
56.4353,82.7468,8.39885,47.9135,7.45389,0
6.26703,92.7698,14.4182,65.2648,91.6042,0
66.4384,52.032,50.1115,35.8783,20.0802,0
92.3936,89.0557,77.2149,61.3479,38.0804,0
79.7448,92.6973,30.5839,59.2288,67.1061,1
28.3159,44.3303,66.5023,56.8747,28.3451,0
65.1746,59.2793,47.4223,89.2824,65.1976,0
80.0692,51.4519,67.7342,67.3676,33.3819,0
50.6352,89.3951,53.7001,43.6091,94.7047,1
31.844,0.389403,36.0499,53.8426,2.14953,0
22.434,81.4521,9.27851,36.4848,32.6271,0
14.2306,53.9541,49.2005,52.3977,78.7234,0
32.0356,20.2788,49.346,93.5223,81.3765,0
49.5365,66.5306,66.4597,9.0804,82.4104,0
71.8315,97.437,38.5514,50.7161,29.7655,0
8.67661,84.9732,1.63293,15.3763,51.2887,0
49.7971,5.3213,10.8257,83.7169,51.3958,0
57.9948,34.8142,96.9705,54.293,49.7793,0
4.19131,67.895,16.9665,67.9508,14.6439,0
94.8722,30.2631,51.176,34.5838,75.6067,0
31.4036,97.42,12.2737,4.42062,33.7236,0
7.3563,25.9393,1.73603,57.6207,78.6422,0
37.1382,43.3675,49.8553,92.4229,74.6956,0
28.1723,70.9366,49.5377,83.6143,12.3669,0
50.1197,9.73255,4.91063,72.6906,23.2793,0
39.6024,42.0285,58.7141,64.7448,75.9247,0
27.3199,1.55824,16.7518,31.2974,9.76444,0
46.6503,74.1106,97.1514,53.7868,78.3338,0
17.7992,62.9834,20.249,90.3217,16.9779,0
96.3359,20.7762,94.7747,65.5674,12.314,1
60.0588,22.6842,11.1678,89.1262,72.3854,0
15.1619,77.8337,45.5598,2.26693,12.95,0
2.06754,84.8725,41.2419,52.4738,68.2072,0
17.4067,19.8927,58.4017,95.9046,73.1065,0
5.10935,84.071,74.9076,46.8348,58.2479,0
12.214,6.72149,1.46488,85.6286,61.2752,0
11.0832,33.8106,94.2661,13.6227,3.71603,0
99.7085,33.561,97.0754,10.7668,84.7739,1
72.7897,25.5333,5.71811,29.0948,36.8057,0
97.3239,62.8406,22.8068,62.1904,57.8666,0
52.2512,95.4014,72.1264,85.6185,84.383,1
58.0204,85.9216,51.4879,67.3988,24.0061,0
29.5006,45.851,55.1934,54.9546,27.0213,0
87.1783,51.945,53.6612,28.4789,53.6839,0
73.0672,26.6077,4.91288,8.74455,31.3055,0
76.2728,50.2432,49.5408,54.8366,23.1288,0
31.1662,89.3868,39.2918,14.2024,58.878,0
58.7092,21.7831,90.9655,81.3943,64.9243,0
88.6856,13.208,88.6494,98.4211,46.4965,1
31.7082,70.7601,61.5849,22.4707,56.3459,0
43.4508,42.9916,2.68583,43.6932,52.0415,0
85.7772,54.0722,76.1522,82.5567,44.5031,1
44.1785,92.6559,64.2676,96.3625,35.1536,0
50.6386,18.9767,22.8102,36.1983,40.8676,0
40.5503,18.1983,64.0747,0.839389,69.0803,0
58.4451,77.7259,65.738,18.6808,93.9599,0
55.9724,54.8824,8.83948,12.2453,86.6057,0
51.5109,38.8226,7.68682,58.546,8.14466,0
83.7025,99.065,46.2842,36.4412,88.6039,1
90.552,82.2437,35.4546,7.58801,1.23137,0
9.14399,4.92921,35.8694,64.605,59.4452,0
75.4197,89.2982,30.5641,80.8053,89.5569,1
40.3842,75.0191,76.9885,97.6853,65.1102,1
34.6146,71.0783,45.1318,28.5094,89.1482,0
13.4626,93.1141,4.92863,92.0898,40.9698,0
60.3029,15.374,23.586,63.5394,12.8233,0
71.3549,88.5208,73.8978,71.648,58.5636,1
40.7729,8.04862,90.6816,61.449,66.9738,0
78.1441,58.3285,39.3471,37.8884,25.6772,0
44.8663,69.0118,3.51782,14.4167,95.3345,0
91.8498,22.7569,16.8904,86.4538,33.5325,0
0.211876,26.79,37.4155,33.6045,54.6218,0
98.3344,86.5482,98.1174,24.1557,74.6513,1
7.62221,92.4303,99.2592,82.4046,49.8225,1
88.0326,57.3878,27.1509,91.6372,74.9372,1
15.5485,51.3723,2.48003,47.2965,4.22241,0
50.3543,26.1281,25.6453,44.9634,92.6468,0
56.1108,42.5318,79.8851,89.4345,94.4984,1
1.74146,50.5836,38.2854,15.8571,8.17199,0
53.4801,0.968861,86.7614,15.3633,82.2544,0
50.3625,27.1593,23.9614,47.1627,38.6997,0
23.908,17.7951,33.9882,45.7902,44.1689,0
81.2242,18.6272,14.3978,96.9754,30.2394,0
40.9692,1.62247,75.6618,57.4935,44.6952,0
46.0409,60.3315,92.2053,32.0094,85.0396,0
90.0063,97.4416,57.4685,48.6739,32.4698,0
6.80864,56.2591,44.2403,47.2054,46.3717,0
8.36544,89.6971,77.8093,69.5569,41.2044,0
74.006,29.6908,20.6007,92.0662,43.5905,0
71.9422,32.474,74.6169,6.77643,20.2024,0
39.8656,23.7618,77.276,49.727,77.1154,0
20.6414,75.9284,28.2295,99.6241,4.48487,1
41.6193,64.3631,52.6921,66.6063,3.9592,0
4.88397,84.5425,19.6997,40.4258,42.8801,0
42.5521,96.3154,90.1694,95.4869,86.4375,1
4.45476,10.5326,18.1735,23.7237,60.201,0
98.4098,85.7409,11.7333,46.0052,9.74574,0
93.5917,79.7031,33.5305,44.7436,94.7443,1
36.9774,33.1147,48.2535,74.0366,49.0342,0
23.9393,48.2646,52.3228,42.5605,3.45374,0
99.9811,80.8677,57.6038,56.8531,45.2196,1
94.4207,61.9154,13.793,54.3728,74.2176,0
76.748,18.2416,95.1897,97.3651,93.3555,1
11.3254,58.7183,22.6333,73.7491,76.9668,0
54.2706,43.8712,7.87593,79.4079,78.7273,0
80.0979,16.9517,62.5559,49.0693,49.1784,0
2.57334,65.4568,51.5606,43.7326,22.4601,0
59.4492,57.394,21.5155,50.0906,75.8988,0
43.2366,31.6019,26.6863,50.9763,79.4042,0
91.6929,32.2613,87.2036,67.3851,13.5576,0
20.6567,46.994,3.11867,19.5897,49.7679,0
86.9018,61.1473,5.66819,36.1149,37.617,0
5.51686,40.3342,91.6022,27.9967,34.7567,0
91.6622,58.2625,6.16771,58.0841,10.2679,0
20.0156,98.0358,43.3985,93.8305,26.8506,0
84.995,50.6198,14.3975,94.4449,51.0983,0
57.2523,49.203,93.8679,53.9211,67.5536,0
53.2995,66.7605,26.8756,28.3692,22.2866,0
48.3624,50.4708,26.6314,28.4341,56.1899,0
20.6702,5.88916,88.5103,17.4917,93.3125,0
85.0302,96.9635,9.45192,95.2479,36.2356,0
81.4648,71.1065,97.4827,12.5868,75.3921,1
28.3354,51.8086,68.5,26.5019,64.2291,0
26.5226,63.453,79.0108,8.42994,17.4524,0
4.51996,50.6068,4.7045,96.3326,86.1576,0
42.1951,11.1221,11.5198,3.60904,79.0578,0
88.37,19.7434,32.9505,97.4545,34.2813,0
36.8852,41.7231,20.3671,60.2317,28.001,0
57.9551,90.3583,68.5893,12.0422,18.0441,0
37.756,56.6952,65.397,21.1518,24.5495,0
29.2787,16.1441,43.444,0.570441,61.7234,0
23.3563,51.437,45.4532,93.2074,15.041,0
10.3756,53.4506,59.5512,20.4967,8.31073,0
71.7613,92.3968,32.3202,90.7761,35.947,0
4.28891,96.7507,25.5189,77.9079,71.6299,0
29.3168,65.1299,89.3581,91.2341,84.0207,0
58.0184,98.2418,36.1001,18.199,48.2755,0
89.7071,96.8741,84.2048,83.2864,24.369,1
75.5956,60.8436,62.8839,87.292,9.8368,0
57.8168,17.3859,48.8516,47.1345,94.7089,0
37.3678,63.5497,99.327,96.0737,53.3693,1
55.3209,62.1456,58.6857,78.3594,96.0862,0
61.7797,34.4199,52.8591,93.4228,83.6056,0
31.0195,71.3151,70.7526,71.627,53.9742,0
85.0693,59.2168,98.0642,67.15,91.7967,1
93.4452,27.394,31.0845,39.7898,97.466,1
14.5228,65.0579,95.5523,46.8897,13.748,0
99.1773,13.3214,89.3141,35.5231,12.3165,1
82.6209,63.0865,38.1963,3.52406,3.17366,0
72.8098,86.3915,73.2194,59.8692,41.1234,0
67.9327,36.363,73.1569,93.5708,35.7191,0
55.8734,35.6945,27.7297,73.9579,20.2287,0
3.57636,74.1683,6.79162,30.1848,94.0139,0
72.6347,34.1555,95.6716,14.491,79.2851,0
0.315582,71.3482,28.6574,34.3738,34.3767,0
80.4224,82.482,46.4648,65.7101,69.5736,1
24.6709,63.46,51.1202,42.4843,42.4383,0
65.6938,80.8916,59.3844,84.9188,35.6811,0
54.6216,80.4268,11.6571,30.6444,75.8069,0
59.0079,34.0012,39.7728,61.0749,34.4133,0
79.018,14.9379,90.381,51.7059,79.8382,0
83.4381,66.7076,12.8765,91.0361,14.4053,0
56.4617,65.89,15.7981,10.5813,99.981,1
62.7361,26.5999,14.6319,61.86,68.7146,0
11.3132,20.9616,46.3894,38.104,70.3191,0
89.3747,75.8071,26.4043,6.95487,76.9092,0
41.3598,41.0479,52.9135,71.111,69.9879,0
38.2301,9.4132,38.9448,86.6667,13.5333,0
28.9277,75.4568,85.0833,45.0908,82.3029,0
96.1265,67.3081,91.5933,79.3819,96.5658,1
52.9874,63.8705,40.6987,51.0778,77.9081,0
77.0001,48.6085,23.8908,7.76977,61.8114,0
3.91044,61.4015,89.4739,66.5484,57.7109,0
91.7595,83.0397,27.2689,8.67046,66.0778,0
33.7462,24.5832,3.45257,84.669,51.8358,0
39.3273,24.8241,75.2671,80.0095,49.794,0
52.3216,58.4923,29.3945,66.074,3.61214,0
22.7143,30.9274,61.1057,30.835,23.9422,0
53.1566,9.80978,33.1684,95.4745,12.4508,0
64.4543,55.9587,54.562,51.1436,86.394,0
12.0441,94.0461,38.3521,65.283,91.4468,0
72.0939,20.1437,10.4739,33.7051,71.5996,0
63.3354,4.76677,78.4474,1.40513,7.53175,0
18.5848,33.2969,17.1503,28.6389,37.8767,0
19.7475,14.7359,33.7636,65.4698,38.3636,0
38.4106,6.24998,8.67391,17.7681,5.94721,0
75.1931,50.905,8.68594,88.3781,61.3012,0
81.9446,94.1507,14.9493,22.4023,28.7471,0
44.8434,53.2985,88.5327,81.6469,40.5748,0
30.9216,8.61551,34.3474,51.9433,94.1419,0
70.8626,42.8328,14.5312,96.4649,50.6249,0
42.8981,27.0636,44.7413,86.2022,83.2395,0
34.5485,95.7282,24.1578,0.0370636,88.6241,0
15.8841,18.2436,53.5608,69.0724,85.9017,0
78.8687,35.9085,42.4268,85.6421,44.215,0
16.4795,67.2524,80.2864,56.323,10.0739,0
45.0975,91.642,31.776,95.5634,32.9483,0
65.6323,31.3784,43.6486,89.6495,76.9036,0
64.9964,32.8346,46.1881,78.084,28.2472,0
48.6513,37.0822,67.7327,2.58343,25.1529,0
40.8309,67.5268,36.7343,96.0194,60.2539,0
92.4791,93.9623,88.1469,30.3888,53.7486,1
43.9724,42.3707,39.3153,7.2444,22.1796,0
6.41975,53.3365,41.2018,96.8933,65.9516,0
78.7088,81.511,45.9,95.4148,94.0282,1
17.3385,73.5849,66.0407,17.8553,77.9135,0
84.7686,71.4853,25.6066,83.0062,70.1351,1
97.2096,92.8466,83.643,42.1225,12.348,1
16.9257,49.1617,26.5833,66.6904,55.5361,0
86.9216,93.7941,31.456,46.3739,99.4795,1
47.2521,86.4299,45.7583,91.6584,46.3279,0
11.7221,99.0853,39.5169,50.3037,25.6956,0
42.9599,65.183,24.4081,65.7792,11.6807,0
7.37236,68.9871,28.5574,29.3078,79.1381,0
69.4152,71.0349,26.129,92.228,91.9929,0
79.521,92.1339,97.7498,27.486,84.3479,1
70.4148,10.3478,94.6733,49.0745,82.18,0
68.9649,10.2158,60.8532,65.4894,28.4528,0
65.1365,13.1585,44.3427,14.2815,16.2658,0
8.20318,97.4533,12.3871,59.1594,58.8134,0
90.0019,65.4007,61.2724,85.7212,62.8572,1
91.2094,59.3239,70.841,54.3881,71.5063,0
35.6661,77.9704,37.6639,33.1943,59.2749,0
45.247,83.1173,1.94283,99.8661,12.4676,1
75.6007,34.8278,33.651,2.8833,41.6609,0
76.4171,79.9376,68.9274,25.4652,49.8392,0
80.7592,81.256,40.8159,63.8649,43.314,0
14.3929,50.8637,54.9976,46.9004,52.0251,0
93.5009,40.1185,68.6841,60.4614,74.846,0
18.4366,68.7857,54.0316,14.7777,26.9482,0
52.2197,38.5455,58.3725,16.9224,41.0109,0
66.3434,82.9038,15.0427,90.5161,45.9757,0
59.2983,67.2455,19.1137,75.4717,43.2519,0
24.1173,89.7071,82.7377,93.42,98.0933,1
27.1514,52.7407,99.1645,24.1274,51.1177,0
93.0729,72.6751,31.2862,64.1368,1.8442,0
11.4431,5.81951,94.0775,79.1892,90.0369,0
18.5006,17.4909,97.4557,65.2063,10.4426,0
46.4112,71.3419,63.7661,81.5767,4.44871,0
37.9613,83.7039,97.823,56.9639,4.66588,0
91.4117,54.7217,47.9465,48.9297,26.9162,0
87.2084,5.9199,49.8482,45.5746,95.028,0
56.1339,92.0156,43.7386,47.5939,22.0969,0
44.1643,47.2818,71.4019,85.9456,76.0606,0
48.7026,35.8999,18.0625,38.7615,56.3042,0
59.2109,8.34363,32.5069,79.2963,20.4214,0
71.4782,55.7512,64.8489,15.1503,70.4807,0
10.6361,84.6068,38.477,53.3585,18.2229,0
71.4581,97.5808,48.5391,21.2253,95.8612,1
93.8868,49.1223,19.5327,42.785,71.6416,0
13.9653,35.2225,14.7442,41.5846,92.3426,0
7.3397,79.2797,51.1555,80.9562,30.4836,0
13.4917,44.3914,8.64348,38.1608,31.0191,0
40.8837,73.2234,9.47838,46.8894,82.0825,0
87.1605,42.2681,28.7967,0.916443,9.07904,0
41.3854,87.5479,1.85957,76.1788,49.6556,0
99.0173,29.2736,92.717,5.15001,85.4285,1
35.9263,15.1681,15.4962,19.3469,13.7105,0
89.0382,44.1503,63.2293,92.8381,7.70635,0
44.5167,29.3853,75.946,54.2601,86.1053,0
45.1119,57.9749,62.8985,88.1499,97.2381,1
16.4295,90.5083,60.226,72.6589,31.8004,0
4.83504,45.1273,25.5859,55.4351,68.3708,0
4.55114,25.4916,13.9511,55.6134,1.64626,0
63.1333,46.8417,95.3074,5.55689,49.7222,0
20.914,16.4565,53.9867,19.741,74.4064,0
40.7101,87.9145,5.54078,35.2292,51.0655,0
56.4143,84.3029,39.1104,88.0232,74.7635,1
86.5182,42.0262,83.1422,64.9148,4.74027,0
83.3636,94.9239,68.9874,39.2732,53.4979,0
88.8909,71.4437,39.4918,6.46891,59.3428,0
93.0465,50.0925,47.0944,6.28158,76.5033,0
97.3134,81.3465,29.2117,89.3495,53.834,0
34.6796,50.7917,80.5011,10.1557,5.37085,0
36.9489,22.7887,79.1166,51.1436,39.952,0
35.1454,27.2628,21.6826,45.7579,88.626,0
62.089,93.0871,71.1885,26.4622,94.2283,1
80.393,73.7352,20.2463,36.9462,47.9824,0
25.7928,93.2619,85.1326,30.9494,12.4175,0
79.6489,3.03467,64.7606,6.61346,73.0414,0
67.0728,99.796,37.191,6.51814,17.4793,1
33.6851,88.4885,21.1663,46.4072,42.3913,0
58.1783,70.2553,47.5471,56.8722,3.20593,0
52.6893,12.0989,90.7751,75.7893,64.3817,0
53.9934,75.864,10.6335,82.2441,64.6572,0
66.9385,81.3008,50.7804,65.2554,71.5817,1
62.5054,97.6195,98.2376,60.4094,86.1423,1
37.7744,45.7215,84.6817,4.22572,89.4234,0
12.4219,53.081,63.4163,38.7609,98.2599,1
19.2053,57.0887,37.998,19.2394,13.8414,0
41.1265,84.5996,75.4847,89.8165,93.9542,1
11.7513,28.6781,86.7614,12.3738,59.8128,0
63.4044,20.09,9.53278,25.787,72.0683,0
44.2497,35.3297,62.9033,6.37125,22.3534,0
88.0938,13.0975,44.7827,24.2851,81.0224,0
86.4196,77.1112,18.1929,99.5723,99.2483,1
95.355,59.4355,97.3918,21.109,11.8724,0
26.3601,85.9238,86.4111,46.4216,3.03026,0
24.028,62.2666,64.7573,29.3917,39.2637,0
42.2049,86.1693,65.368,73.8026,12.2594,0
22.8638,29.1538,22.1227,33.8376,25.061,0
86.1091,57.8883,7.67104,45.845,49.4954,0
53.1428,88.1423,55.7348,97.3725,50.2114,1
30.5915,89.231,65.6078,74.0354,96.6677,1
78.0631,48.3442,51.9365,11.9461,52.8593,0
70.8514,11.0233,24.7047,37.0179,1.35088,0
18.3976,37.6444,31.0397,41.4026,46.4175,0
30.0458,66.5499,85.2715,74.7711,34.125,0
23.6113,75.3686,75.2025,63.518,87.4435,0
61.6051,74.1051,89.3771,87.0142,69.8178,1
55.9914,18.7261,38.0053,19.1181,6.65215,0
23.817,4.55195,72.986,76.8767,10.6239,0
79.7656,16.8774,46.6411,76.9543,62.7843,0
74.2962,71.4288,16.2342,77.3621,89.2831,0
80.6903,11.2468,22.8664,12.318,33.6018,0
31.5881,58.6269,11.7535,56.689,16.8569,0
82.349,68.0463,44.4064,43.9305,38.3317,0
7.62745,50.6728,20.9856,13.972,72.6434,0
78.6777,41.2241,59.5336,86.9065,91.8401,0
59.7316,72.8445,5.37358,18.0256,97.8341,0
74.4443,46.4532,4.32579,4.64054,15.3102,0
96.3893,61.782,16.4383,93.9128,23.1605,0
22.3605,33.852,97.1703,52.7546,65.4745,0
78.3437,88.0093,66.1524,14.0151,27.5949,0
52.3404,83.1014,32.99,88.3217,64.4838,0
94.9398,43.0891,37.9916,33.8318,30.6379,0
59.0159,31.0395,19.5213,8.98251,48.0676,0
38.6083,45.9728,80.5783,55.6793,52.7064,0
95.8521,97.9187,35.7938,69.9226,55.581,0
70.5464,8.11628,77.955,76.9657,94.3166,0
63.1201,94.7549,24.4997,2.02374,85.8396,0
37.2029,43.6071,72.0939,89.1272,58.2441,0
76.3176,44.6419,25.5719,85.6456,34.0405,0
81.0487,79.1516,6.29476,85.3928,38.043,0
2.07987,76.2798,56.1719,32.7531,73.6214,0
45.7382,6.37985,39.0273,78.1687,96.309,0
